4.00 9.80 9.00 22.65 15.50 73.00 2.00  26.00  "fiat 124 sport coupe"
3.00 7.00 9.00 21.24 13.50 73.00 3.00  18.00  "maxda rx3"
4.00 11.50 9.50 26.94 15.00 75.00 2.00  23.00  "audi 100ls"
4.00 12.00 7.40 26.35 18.30 81.00 3.00  31.60  "mazda 626"
6.00 23.10 11.00 30.39 15.00 75.00 1.00  21.00  "buick skyhawk"
4.00 14.60 6.70 32.50 21.80 80.00 2.00  30.00  "mercedes-benz 240d"
8.00 31.80 14.00 37.35 13.20 78.00 1.00  19.40  "dodge diplomat"
6.00 22.50 9.00 33.81 18.70 80.00 1.00  19.10  "dodge aspen"
6.00 14.60 9.70 28.15 14.50 77.00 3.00  22.00  "datsun 810"
4.00 9.00 4.80 19.85 21.50 78.00 2.00  43.10  "volkswagen rabbit custom diesel"
6.00 15.50 10.70 24.72 14.00 73.00 1.00  21.00  "mercury capri v6"
8.00 30.20 13.00 42.95 14.90 77.00 1.00  15.00  "mercury cougar brougham"
4.00 11.90 10.00 26.15 14.80 81.00 3.00  32.90  "datsun 200sx"
6.00 17.30 11.00 27.25 12.60 81.00 1.00  23.50  "chevrolet citation"
6.00 22.50 11.00 36.20 18.70 78.00 1.00  18.60  "dodge aspen"
8.00 40.00 17.50 44.64 11.50 71.00 1.00  14.00  "pontiac catalina brougham"
4.00 13.50 8.40 22.95 11.60 82.00 1.00  32.00  "dodge rampage"
6.00 16.30 12.50 31.40 13.60 78.00 2.00  17.00  "volvo 264gl"
4.00 14.00 7.20 24.08 19.00 71.00 1.00  22.00  "chevrolet vega (sw)"
8.00 31.80 15.00 40.77 14.00 72.00 1.00  14.00  "plymouth satellite custom (sw)"
8.00 35.00 15.50 45.02 13.50 72.00 1.00  13.00  "buick lesabre custom"
4.00 14.00 8.80 27.20 15.40 78.00 1.00  25.10  "ford fairmont (man)"
4.00 8.60 6.50 20.19 16.40 80.00 3.00  37.20  "datsun 310"
6.00 17.10 9.70 29.84 14.50 75.00 1.00  18.00  "ford pinto"
8.00 45.40 22.00 43.54 9.00 70.00 1.00  14.00  "chevrolet impala"
6.00 25.80 11.00 37.30 19.00 75.00 1.00  15.00  "amc matador"
6.00 20.00 8.50 29.65 15.80 78.00 1.00  20.20  "ford fairmont (auto)"
6.00 20.00 8.50 30.70 16.70 78.00 1.00  20.80  "mercury zephyr"
4.00 8.90 6.20 18.45 15.30 80.00 2.00  29.80  "vokswagen rabbit"
6.00 23.10 11.00 39.07 21.00 75.00 1.00  17.00  "buick century"
8.00 35.00 14.50 44.40 14.00 75.00 1.00  15.00  "chevrolet bel air"
4.00 8.30 6.10 20.03 19.00 74.00 3.00  32.00  "datsun 710"
4.00 7.80 5.20 19.85 19.40 78.00 3.00  32.80  "mazda glc deluxe"
4.00 13.00 10.20 31.50 15.70 76.00 2.00  20.00  "volvo 245"
4.00 9.00 4.80 23.35 23.70 80.00 2.00  43.40  "vw dasher (diesel)"
4.00 8.90 7.10 19.25 14.00 79.00 2.00  31.90  "vw rabbit custom"
4.00 9.10 6.90 21.30 14.70 79.00 2.00  37.30  "fiat strada custom"
6.00 18.10 11.00 29.45 16.40 82.00 1.00  25.00  "buick century limited"
8.00 30.20 14.00 46.38 16.00 74.00 1.00  14.00  "ford gran torino (sw)"
3.00 8.00 11.00 27.20 13.50 77.00 3.00  21.50  "mazda rx-4"
6.00 23.10 11.00 34.15 15.80 81.00 1.00  22.40  "buick century"
6.00 22.50 10.00 36.51 17.70 76.00 1.00  20.00  "dodge aspen se"
4.00 11.60 7.50 22.46 14.00 74.00 2.00  26.00  "fiat 124 tc"
4.00 9.00 7.50 21.08 15.50 74.00 2.00  24.00  "fiat 128"
8.00 35.00 18.00 43.80 12.10 76.00 1.00  16.50  "cadillac seville"
4.00 12.00 8.80 29.57 17.00 75.00 2.00  23.00  "peugeot 504"
4.00 12.00 9.70 25.06 14.50 72.00 3.00  23.00  "toyouta corona mark ii (sw)"
4.00 9.70 8.80 21.00 16.50 72.00 3.00  27.00  "toyota corolla 1600 (sw)"
6.00 23.20 10.00 32.88 15.50 71.00 1.00  18.00  "amc matador"
8.00 35.00 18.00 36.64 11.00 73.00 1.00  11.00  "oldsmobile omega"
6.00 22.50 10.50 34.39 15.50 71.00 1.00  16.00  "plymouth satellite custom"
4.00 9.70 6.00 18.34 19.00 71.00 2.00  27.00  "volkswagen model 111"
4.00 12.10 11.00 26.60 14.00 73.00 2.00  24.00  "saab 99le"
4.00 9.80 6.30 20.51 17.00 77.00 1.00  30.50  "chevrolet chevette"
3.00 7.00 9.70 23.30 13.50 72.00 3.00  19.00  "mazda rx2 coupe"
8.00 26.00 11.00 40.60 19.00 77.00 1.00  17.00  "oldsmobile cutlass supreme"
4.00 8.50 6.50 21.10 19.20 80.00 3.00  40.80  "datsun 210"
4.00 9.00 7.50 21.25 14.50 74.00 1.00  28.00  "dodge colt"
8.00 40.00 19.00 43.25 12.20 77.00 1.00  15.50  "chrysler cordoba"
6.00 19.80 9.50 31.02 16.50 74.00 1.00  20.00  "plymouth duster"
6.00 25.00 8.80 33.02 15.50 71.00 1.00  19.00  "ford torino 500"
4.00 14.00 9.20 25.72 14.90 76.00 1.00  25.00  "capri ii"
8.00 30.20 14.00 42.94 16.00 72.00 1.00  13.00  "ford gran torino (sw)"
6.00 15.60 10.80 29.30 15.50 76.00 3.00  19.00  "toyota mark ii"
4.00 12.20 8.00 24.51 16.50 74.00 1.00  26.00  "ford pinto"
