"Protectionism" "Education" "Income" "Female" "Age" "Country" "Continent"
1 12 2 0 2 8 1
0 6 3 0 2 8 1
0 9 3 1 2 8 1
1 9 2 1 1 8 1
1 12 3 0 3 8 1
0 9 3 1 1 8 1
0 18 3 0 2 8 1
1 14 3 0 2 8 1
1 16 3 0 3 8 1
1 16 3 1 2 8 1
1 18 3 0 2 8 1
1 12 3 1 2 8 1
0 12 3 0 1 8 1
1 12 3 0 2 8 1
1 17 5 0 1 8 1
1 12 5 0 1 8 1
0 10 3 1 2 8 1
1 4 2 1 2 8 1
0 12 2 0 1 8 1
0 11 2 1 3 8 1
1 4 2 1 4 8 1
NaN 4 3 1 5 8 1
1 7 3 1 2 8 1
1 22 3 1 1 8 1
1 12 3 0 3 8 1
1 9 3 0 1 8 1
1 7 3 0 2 8 1
1 13 5 0 3 8 1
1 NaN 3 0 1 8 1
1 4 2 1 3 8 1
NaN NaN 2 1 5 8 1
0 4 3 1 4 8 1
1 NaN 3 0 6 8 1
1 7 2 1 1 8 1
0 7 2 1 1 8 1
1 12 2 1 1 8 1
1 9 3 0 2 8 1
0 4 3 1 5 8 1
1 7 3 0 3 8 1
1 10 2 0 2 8 1
1 9 2 1 1 8 1
1 7 2 1 2 8 1
1 13 3 0 1 8 1
1 5 3 1 2 8 1
1 4 2 1 3 8 1
1 19 4 1 1 8 1
1 6 3 0 1 8 1
1 12 1 1 1 8 1
1 9 2 1 1 8 1
1 7 2 1 1 8 1
1 4 2 1 5 8 1
1 5 2 0 2 8 1
1 NaN 1 1 4 8 1
1 4 3 1 4 8 1
NaN 12 2 1 3 8 1
1 4 3 1 3 8 1
0 4 3 1 2 8 1
1 4 2 0 4 8 1
1 4 3 0 4 8 1
0 5 3 0 4 8 1
0 16 5 1 1 8 1
1 12 3 0 1 8 1
1 7 2 1 3 8 1
0 10 3 0 2 8 1
0 4 3 1 3 8 1
0 6 2 1 1 8 1
1 4 2 1 3 8 1
0 4 3 1 3 8 1
1 12 2 0 1 8 1
1 13 2 0 1 8 1
0 6 2 0 1 8 1
1 12 2 0 1 8 1
1 6 3 1 1 8 1
1 12 3 0 2 8 1
0 10 3 1 3 8 1
1 9 3 1 2 8 1
1 16 3 0 1 8 1
1 4 3 1 5 8 1
1 16 3 0 2 8 1
1 4 3 0 3 8 1
1 6 3 0 1 8 1
1 4 3 1 3 8 1
1 6 3 0 1 8 1
0 6 3 1 1 8 1
0 4 3 1 1 8 1
1 6 3 0 5 8 1
1 6 3 1 1 8 1
NaN 6 3 1 5 8 1
1 6 3 1 5 8 1
1 14 3 0 1 8 1
0 4 3 0 4 8 1
1 6 2 1 3 8 1
1 7 3 0 3 8 1
1 4 3 0 3 8 1
1 16 3 0 1 8 1
1 12 3 0 1 8 1
1 7 3 1 1 8 1
1 4 3 1 4 8 1
1 9 3 1 2 8 1
1 12 3 0 1 8 1
1 12 4 0 1 8 1
1 16 3 1 1 8 1
1 12 3 0 1 8 1
0 12 3 0 3 8 1
1 12 5 0 5 8 1
0 12 2 1 1 8 1
0 12 5 0 1 8 1
1 16 5 0 3 8 1
0 12 5 0 3 8 1
1 19 4 1 1 8 1
1 20 3 1 1 8 1
1 4 2 0 1 8 1
1 12 3 0 3 8 1
1 16 2 0 1 8 1
1 9 4 0 4 8 1
0 4 2 0 5 8 1
0 6 3 0 1 8 1
0 14 3 0 2 8 1
1 4 3 1 3 8 1
1 NaN 2 1 6 8 1
1 4 2 1 4 8 1
0 4 2 1 4 8 1
1 20 3 0 3 8 1
0 18 3 0 4 8 1
NaN 4 3 0 5 8 1
1 4 3 1 2 8 1
NaN 4 2 0 5 8 1
0 9 3 0 2 8 1
1 4 3 0 2 8 1
1 NaN 3 0 2 8 1
1 4 2 0 4 8 1
1 4 3 1 2 8 1
1 6 3 1 1 8 1
1 6 3 1 2 8 1
1 4 3 1 2 8 1
0 4 3 1 3 8 1
1 9 3 0 4 8 1
1 1 3 1 5 8 1
1 4 2 1 4 8 1
1 11 3 1 3 8 1
1 9 3 0 3 8 1
1 9 3 1 1 8 1
1 6 3 0 1 8 1
1 12 3 0 2 8 1
0 12 3 0 2 8 1
1 16 3 0 1 8 1
0 9 3 1 2 8 1
1 10 3 1 1 8 1
1 4 3 1 3 8 1
1 14 3 0 2 8 1
0 9 3 0 3 8 1
1 14 3 1 1 8 1
1 6 3 1 1 8 1
1 16 3 1 1 8 1
0 4 3 1 4 8 1
0 4 3 1 4 8 1
0 6 3 1 2 8 1
1 9 3 1 1 8 1
0 4 3 1 5 8 1
1 10 2 1 1 8 1
0 4 3 1 5 8 1
1 17 3 1 1 8 1
1 10 3 0 1 8 1
1 12 3 0 3 8 1
1 16 4 0 1 8 1
1 9 3 1 1 8 1
1 4 3 1 4 8 1
1 4 3 0 5 8 1
1 14 3 0 2 8 1
1 16 3 1 2 8 1
0 6 3 1 2 8 1
0 12 3 0 1 8 1
1 4 3 0 4 8 1
1 15 3 1 2 8 1
1 4 3 0 4 8 1
1 15 3 1 2 8 1
1 15 3 0 4 8 1
0 15 3 0 3 8 1
1 13 3 0 1 8 1
1 14 3 1 1 8 1
1 12 3 1 1 8 1
1 14 3 1 3 8 1
1 9 3 1 2 8 1
1 16 3 1 3 8 1
1 4 3 0 5 8 1
1 13 3 0 3 8 1
1 19 3 1 1 8 1
1 4 3 0 3 8 1
1 3 3 1 5 8 1
1 6 3 1 2 8 1
1 15 3 1 1 8 1
1 12 3 0 3 8 1
1 18 3 0 5 8 1
1 18 3 0 3 8 1
1 14 3 1 1 8 1
1 12 3 1 1 8 1
1 14 3 0 1 8 1
1 12 3 1 1 8 1
1 6 2 1 1 8 1
1 12 3 1 1 8 1
1 9 3 0 1 8 1
0 12 3 0 3 8 1
0 4 3 0 5 8 1
1 14 3 0 1 8 1
1 9 3 0 2 8 1
1 2 1 0 2 8 1
1 4 3 1 2 8 1
1 4 3 0 3 8 1
1 9 2 0 2 8 1
0 4 1 0 3 8 1
NaN 4 3 0 6 8 1
1 20 3 0 3 8 1
0 6 3 0 1 8 1
1 19 4 0 1 8 1
1 9 3 0 2 8 1
1 4 2 0 4 8 1
1 15 3 0 2 8 1
1 12 3 1 1 8 1
0 18 3 0 2 8 1
1 4 3 1 2 8 1
1 4 3 0 4 8 1
1 12 3 1 4 8 1
1 NaN 3 1 5 8 1
1 4 3 1 3 8 1
1 4 3 1 5 8 1
1 4 3 1 5 8 1
1 6 3 1 2 8 1
1 6 3 0 1 8 1
1 12 3 0 1 8 1
0 6 3 0 2 8 1
1 6 3 0 2 8 1
1 6 3 0 2 8 1
0 12 3 0 2 8 1
1 13 3 1 1 8 1
1 6 3 1 2 8 1
1 9 3 1 1 8 1
1 5 2 0 3 8 1
1 4 3 0 6 8 1
0 6 3 1 1 8 1
1 6 3 1 3 8 1
1 4 2 1 4 8 1
0 4 3 0 4 8 1
1 15 4 1 6 8 1
1 4 3 0 2 8 1
1 4 3 0 5 8 1
1 10 2 0 3 8 1
0 7 3 0 2 8 1
1 4 3 0 2 8 1
0 11 3 0 1 8 1
1 9 2 0 1 8 1
1 7 3 0 1 8 1
0 6 2 0 2 8 1
1 4 3 0 2 8 1
1 12 3 0 2 8 1
0 6 3 1 1 8 1
0 27 3 1 1 8 1
1 6 3 1 1 8 1
0 6 3 1 1 8 1
1 12 5 1 1 8 1
1 12 3 1 1 8 1
1 6 2 1 1 8 1
0 9 3 1 1 8 1
1 17 3 1 1 8 1
1 15 3 1 1 8 1
1 23 3 1 1 8 1
1 23 3 1 1 8 1
1 6 1 1 2 8 1
1 17 2 1 2 8 1
1 6 1 1 2 8 1
1 4 3 1 2 8 1
1 6 3 1 2 8 1
1 6 3 1 2 8 1
0 6 3 1 2 8 1
1 4 2 1 3 8 1
1 4 3 1 3 8 1
1 4 3 1 3 8 1
1 16 3 1 3 8 1
NaN 4 3 1 3 8 1
1 4 3 1 4 8 1
1 4 3 1 5 8 1
0 4 1 1 5 8 1
1 4 3 1 5 8 1
NaN 4 3 1 4 8 1
1 6 3 0 2 8 1
1 6 3 0 1 8 1
1 12 3 0 2 8 1
1 4 2 1 5 8 1
1 4 2 1 6 8 1
1 10 3 1 1 8 1
1 4 3 1 3 8 1
1 10 3 0 3 8 1
1 24 3 1 1 8 1
0 NaN 3 0 6 8 1
0 4 3 0 5 8 1
1 20 3 0 2 8 1
1 2 3 0 6 8 1
1 8 3 0 4 8 1
0 12 3 0 3 8 1
1 15 3 0 3 8 1
1 12 3 0 2 8 1
0 12 3 0 2 8 1
1 12 3 0 1 8 1
0 12 3 0 1 8 1
1 4 1 0 3 8 1
1 4 1 0 4 8 1
0 4 2 0 3 8 1
1 16 3 0 3 8 1
1 4 3 0 5 8 1
1 12 3 1 2 8 1
1 7 3 1 3 8 1
1 4 3 0 3 8 1
1 1 1 0 6 8 1
1 12 5 0 4 8 1
1 15 3 0 1 8 1
1 7 3 1 1 8 1
1 24 2 0 1 8 1
1 9 3 1 2 8 1
1 4 3 0 5 8 1
0 NaN 3 1 1 8 1
1 4 3 0 3 8 1
0 14 3 1 2 8 1
1 12 3 0 1 8 1
1 13 3 0 1 8 1
1 6 2 0 2 8 1
1 NaN 3 1 3 8 1
1 4 3 1 3 8 1
1 4 3 1 4 8 1
1 4 1 0 3 8 1
1 4 1 0 2 8 1
0 15 3 1 2 8 1
1 2 1 0 4 8 1
0 4 1 1 5 8 1
1 15 3 0 1 8 1
1 22 3 0 1 8 1
1 6 3 1 1 8 1
1 13 3 0 1 8 1
0 4 3 1 3 8 1
1 NaN 1 1 6 8 1
1 4 3 1 4 8 1
1 15 3 1 1 8 1
1 14 3 1 1 8 1
1 4 1 0 3 8 1
0 6 3 0 2 8 1
1 6 3 1 2 8 1
1 17 3 0 5 8 1
0 12 3 0 4 8 1
1 14 3 1 1 8 1
1 4 3 1 4 8 1
1 9 3 1 2 8 1
0 12 3 1 2 8 1
1 10 3 0 2 8 1
0 15 3 1 1 8 1
1 4 3 0 6 8 1
1 7 3 0 2 8 1
1 17 3 1 2 8 1
1 4 3 1 4 8 1
1 6 3 0 2 8 1
0 4 3 1 4 8 1
1 24 3 0 1 8 1
1 11 3 0 2 8 1
1 4 3 0 4 8 1
0 4 3 1 3 8 1
1 17 3 1 1 8 1
1 24 3 0 1 8 1
1 12 3 0 1 8 1
0 12 3 0 1 8 1
1 4 3 1 3 8 1
1 12 3 0 1 8 1
1 14 3 0 1 8 1
1 7 3 0 4 8 1
1 NaN 3 0 5 8 1
1 14 3 0 1 8 1
1 14 3 1 2 8 1
1 15 3 0 1 8 1
1 4 3 1 5 8 1
1 12 4 1 1 9 1
1 5 2 1 4 9 1
0 12 2 1 1 9 1
1 4 3 1 4 9 1
1 12 2 1 2 9 1
1 14 3 1 1 9 1
1 6 2 1 4 9 1
0 12 3 1 1 9 1
1 14 3 1 3 9 1
0 14 3 1 1 9 1
1 14 3 1 1 9 1
1 14 3 1 1 9 1
1 10 3 1 2 9 1
1 11 3 1 2 9 1
1 15 3 1 1 9 1
0 15 3 1 1 9 1
1 10 3 1 2 9 1
1 11 4 1 1 9 1
1 13 3 1 1 9 1
1 10 1 1 4 9 1
1 10 3 1 4 9 1
1 10 3 1 2 9 1
1 11 1 1 1 9 1
1 12 3 1 2 9 1
1 10 3 1 4 9 1
1 11 3 1 3 9 1
0 12 3 1 1 9 1
1 10 3 1 4 9 1
1 13 3 1 2 9 1
1 14 3 1 3 9 1
0 10 2 1 1 9 1
1 10 2 1 2 9 1
1 12 3 1 1 9 1
1 10 3 1 3 9 1
1 10 3 1 2 9 1
1 13 3 1 1 9 1
0 10 3 1 2 9 1
1 13 3 1 1 9 1
0 17 3 1 1 9 1
1 11 3 1 2 9 1
1 12 3 1 3 9 1
0 6 1 1 3 9 1
1 3 2 1 2 9 1
1 10 3 1 2 9 1
1 13 3 1 3 9 1
1 12 3 1 2 9 1
1 10 3 1 1 9 1
1 12 3 1 2 9 1
1 9 3 1 1 9 1
1 16 3 1 3 9 1
0 14 2 1 1 9 1
0 14 3 1 3 9 1
0 14 3 1 2 9 1
1 6 3 1 3 9 1
0 9 3 1 3 9 1
1 15 3 1 1 9 1
1 6 4 1 4 9 1
1 6 2 1 1 9 1
0 12 3 1 1 9 1
0 8 2 1 1 9 1
1 16 3 1 1 9 1
1 14 3 1 1 9 1
0 15 3 1 1 9 1
1 11 3 1 2 9 1
0 10 2 1 3 9 1
1 14 2 1 1 9 1
1 15 4 1 1 9 1
1 11 2 1 3 9 1
0 12 3 1 1 9 1
1 10 3 1 3 9 1
1 15 3 1 1 9 1
1 13 3 1 1 9 1
1 10 3 1 1 9 1
1 10 4 1 1 9 1
1 13 3 1 1 9 1
0 10 3 1 2 9 1
0 10 3 1 1 9 1
0 16 3 1 1 9 1
1 10 3 1 5 9 1
1 10 3 1 2 9 1
1 12 3 1 1 9 1
1 10 2 1 3 9 1
1 12 3 1 3 9 1
1 13 3 1 1 9 1
1 14 3 1 1 9 1
1 14 3 1 2 9 1
1 15 3 1 1 9 1
0 12 3 1 1 9 1
0 14 3 1 1 9 1
1 7 3 1 3 9 1
1 11 2 1 1 9 1
0 2 2 1 4 9 1
0 6 2 1 4 9 1
1 7 2 1 2 9 1
1 11 3 1 1 9 1
0 16 3 1 1 9 1
1 13 3 1 1 9 1
1 13 3 1 1 9 1
1 14 3 1 3 9 1
1 9 3 1 1 9 1
1 4 3 1 3 9 1
0 14 3 1 1 9 1
0 6 3 1 1 9 1
1 2 3 1 1 9 1
0 11 3 1 1 9 1
1 6 3 1 3 9 1
0 10 3 1 1 9 1
1 10 3 1 2 9 1
0 13 3 1 1 9 1
1 17 3 1 3 9 1
1 6 3 1 2 9 1
1 8 2 1 4 9 1
1 6 3 1 4 9 1
1 12 3 1 2 9 1
1 6 1 1 4 9 1
0 13 3 1 2 9 1
1 14 3 1 2 9 1
1 9 1 1 2 9 1
1 12 2 1 1 9 1
1 11 3 1 1 9 1
1 12 3 1 1 9 1
1 6 2 1 1 9 1
1 6 2 1 3 9 1
0 6 2 1 3 9 1
1 6 2 1 2 9 1
1 12 3 1 1 9 1
1 7 2 1 1 9 1
0 14 3 1 2 9 1
1 5 2 1 3 9 1
0 10 2 1 1 9 1
1 3 2 1 3 9 1
1 13 2 1 1 9 1
0 10 3 1 2 9 1
1 14 3 1 2 9 1
1 12 3 1 3 9 1
1 14 3 1 2 9 1
1 10 3 1 2 9 1
1 6 3 1 3 9 1
1 10 3 1 1 9 1
1 10 3 1 2 9 1
0 10 3 1 2 9 1
1 11 2 1 2 9 1
1 10 2 1 2 9 1
1 6 3 1 5 9 1
1 6 2 1 3 9 1
0 12 3 1 2 9 1
0 10 2 1 3 9 1
0 10 2 1 1 9 1
1 10 3 1 2 9 1
1 11 3 1 1 9 1
0 10 3 1 1 9 1
1 10 2 1 2 9 1
1 11 3 1 3 9 1
1 10 3 1 2 9 1
0 12 3 1 1 9 1
1 14 3 1 3 9 1
0 10 2 1 3 9 1
1 11 3 1 2 9 1
0 14 3 1 3 9 1
1 6 2 1 2 9 1
1 14 3 1 6 9 1
0 12 2 1 1 9 1
0 6 2 1 3 9 1
1 10 1 1 3 9 1
1 6 3 1 4 9 1
1 6 2 1 4 9 1
1 14 3 1 1 9 1
1 10 3 1 3 9 1
1 8 3 1 2 9 1
0 6 2 1 2 9 1
1 10 2 1 2 9 1
1 10 3 1 2 9 1
1 6 3 1 2 9 1
0 12 3 1 3 9 1
1 9 2 1 1 9 1
0 10 3 1 3 9 1
1 6 1 1 1 9 1
1 3 1 1 3 9 1
1 6 2 1 2 9 1
1 9 3 1 1 9 1
1 6 1 1 2 9 1
0 4 2 1 3 9 1
1 6 3 1 5 9 1
1 4 2 1 4 9 1
0 10 2 1 3 9 1
1 7 2 1 4 9 1
1 6 2 1 3 9 1
1 6 2 1 3 9 1
0 6 3 1 1 9 1
0 8 2 1 3 9 1
1 6 3 1 1 9 1
0 6 1 1 5 9 1
1 8 3 1 1 9 1
1 12 3 1 3 9 1
0 11 3 1 1 9 1
1 10 3 1 4 9 1
0 9 3 1 1 9 1
1 10 3 1 4 9 1
1 12 3 1 1 9 1
1 10 3 1 1 9 1
1 12 3 1 1 9 1
1 6 3 1 3 9 1
1 14 2 1 1 9 1
0 10 2 1 1 9 1
1 3 3 1 4 9 1
1 11 3 1 2 9 1
1 10 3 1 1 9 1
1 10 2 1 1 9 1
0 9 3 1 3 9 1
1 10 3 1 3 9 1
1 12 3 1 1 9 1
1 12 3 1 4 9 1
1 11 3 1 2 9 1
0 11 3 1 2 9 1
1 15 3 1 3 9 1
0 11 3 1 3 9 1
0 6 2 1 4 9 1
1 10 3 1 3 9 1
1 15 4 1 1 9 1
1 14 3 1 2 9 1
1 10 3 1 1 9 1
1 10 2 1 3 9 1
1 12 3 1 1 9 1
0 10 3 1 1 9 1
0 11 2 1 1 9 1
1 15 3 1 1 9 1
1 10 3 1 1 9 1
1 6 3 1 2 9 1
1 10 3 1 1 9 1
0 6 2 1 4 9 1
0 3 1 1 5 9 1
0 11 3 1 1 9 1
1 10 2 1 1 9 1
1 6 2 1 1 9 1
1 6 3 1 2 9 1
0 4 2 1 3 9 1
1 6 3 1 2 9 1
1 10 3 1 2 9 1
1 10 3 1 2 9 1
0 6 3 1 4 9 1
1 10 3 1 3 9 1
1 6 3 1 3 9 1
1 4 3 1 6 9 1
0 6 3 1 4 9 1
1 6 3 1 1 9 1
1 5 3 1 4 9 1
1 10 3 1 2 9 1
1 6 3 1 3 9 1
1 13 3 1 1 9 1
1 14 3 1 2 9 1
1 6 2 1 3 9 1
0 10 3 1 2 9 1
0 9 1 1 3 9 1
1 10 2 1 1 9 1
1 10 2 1 2 9 1
1 12 2 1 1 9 1
1 6 1 1 2 9 1
0 15 3 1 1 9 1
0 10 3 1 1 9 1
0 8 3 1 3 9 1
0 7 1 1 1 9 1
1 10 3 1 3 9 1
1 10 3 1 1 9 1
1 12 3 1 1 9 1
1 11 3 1 1 9 1
0 4 2 1 2 9 1
1 13 3 1 1 9 1
1 14 3 1 1 9 1
1 14 3 1 3 9 1
1 14 2 1 3 9 1
0 5 2 1 5 9 1
0 6 3 1 1 9 1
1 6 2 1 1 9 1
0 6 2 1 4 9 1
0 10 2 1 1 9 1
0 6 2 1 1 9 1
1 10 2 1 1 9 1
1 6 2 1 2 9 1
1 16 3 1 1 9 1
0 10 4 1 1 9 1
0 13 2 1 1 9 1
0 5 2 1 5 9 1
0 10 3 1 3 9 1
1 14 3 1 1 9 1
0 6 2 1 1 9 1
1 15 1 1 2 9 1
1 5 3 1 5 9 1
0 6 2 1 4 9 1
0 14 2 1 3 9 1
1 6 2 1 4 9 1
0 10 3 1 1 9 1
0 9 3 1 2 9 1
0 6 3 1 3 9 1
0 6 3 1 5 9 1
0 9 4 1 2 9 1
1 14 3 1 1 9 1
0 6 3 1 4 9 1
1 14 4 1 3 9 1
1 11 4 1 1 9 1
1 9 3 1 6 9 1
1 13 3 1 1 9 1
0 10 3 1 2 9 1
1 10 2 1 2 9 1
1 14 4 1 4 9 1
0 10 2 1 3 9 1
0 12 4 1 2 9 1
0 10 3 1 3 9 1
NaN 9 3 1 4 9 1
1 6 3 1 6 9 1
0 9 3 1 3 9 1
1 4 2 1 5 9 1
0 6 2 1 4 9 1
1 5 1 1 4 9 1
1 6 3 1 2 9 1
1 5 3 1 4 9 1
0 14 1 1 2 9 1
1 4 1 1 3 9 1
NaN 7 3 1 1 9 1
1 3 1 1 3 9 1
1 4 2 1 3 9 1
1 11 3 1 3 9 1
0 14 3 1 2 9 1
1 4 2 1 5 9 1
0 10 3 1 3 9 1
0 11 3 1 2 9 1
1 6 3 1 5 9 1
0 10 3 1 2 9 1
0 8 3 1 2 9 1
0 6 3 1 3 9 1
0 6 3 1 3 9 1
0 4 3 1 5 9 1
1 6 3 1 2 9 1
0 17 3 1 1 9 1
1 14 2 1 3 9 1
1 8 2 1 2 9 1
0 15 3 1 2 9 1
1 10 2 1 3 9 1
0 11 2 1 1 9 1
0 6 3 1 4 9 1
1 11 3 1 1 9 1
1 6 3 1 2 9 1
0 11 3 1 1 9 1
1 11 3 1 2 9 1
0 8 2 1 3 9 1
1 12 3 1 3 9 1
0 4 2 1 4 9 1
1 10 3 1 2 9 1
1 10 3 1 4 9 1
1 11 3 1 1 9 1
1 13 3 1 3 9 1
0 3 3 1 4 9 1
1 12 3 1 4 9 1
1 12 3 1 1 9 1
1 10 3 1 4 9 1
1 8 2 1 1 9 1
0 6 2 1 3 9 1
0 13 3 1 3 9 1
1 10 3 1 4 9 1
0 10 3 1 1 9 1
0 11 2 1 1 9 1
1 6 2 1 3 9 1
0 8 2 1 2 9 1
1 12 3 1 2 9 1
0 12 3 1 1 9 1
1 10 3 1 1 9 1
1 6 1 1 4 9 1
0 6 3 1 3 9 1
1 6 2 1 4 9 1
1 11 3 1 1 9 1
1 11 3 1 3 9 1
0 14 3 1 1 9 1
1 14 3 1 1 9 1
1 14 3 1 2 9 1
0 11 3 1 2 9 1
0 4 2 1 1 9 1
0 4 2 1 5 9 1
1 10 2 1 1 9 1
1 6 2 1 3 9 1
1 10 3 1 1 9 1
1 8 2 1 3 9 1
1 10 3 1 1 9 1
1 8 2 1 5 9 1
1 6 3 1 3 9 1
1 1 1 1 4 9 1
0 8 2 1 5 9 1
1 12 2 1 1 9 1
1 14 3 1 1 9 1
1 5 1 1 3 9 1
1 4 3 1 4 9 1
1 13 2 1 3 9 1
1 6 1 1 2 9 1
0 6 3 1 5 9 1
NaN 13 3 1 1 9 1
1 17 4 1 2 9 1
0 7 4 1 4 9 1
0 9 3 1 1 9 1
0 11 3 1 4 9 1
0 13 4 1 1 9 1
1 11 2 1 3 9 1
1 14 3 1 2 9 1
0 12 4 1 4 9 1
1 14 3 1 2 9 1
0 11 3 1 2 9 1
NaN 6 4 1 5 9 1
1 12 3 1 1 9 1
0 14 2 1 2 9 1
1 10 3 1 1 9 1
1 12 3 1 2 9 1
0 10 5 1 3 9 1
0 10 2 1 2 9 1
0 10 3 1 2 9 1
0 14 3 1 4 9 1
0 10 3 1 3 9 1
1 14 4 1 2 9 1
1 6 2 1 6 9 1
0 13 2 1 2 9 1
0 7 1 1 2 9 1
0 13 3 1 2 9 1
1 13 3 1 1 9 1
1 13 1 1 1 9 1
1 10 1 1 1 9 1
1 6 3 1 3 9 1
1 10 2 1 3 9 1
1 10 3 1 1 9 1
1 10 4 1 1 9 1
1 10 3 1 3 9 1
1 4 3 1 4 9 1
0 6 3 1 1 9 1
1 3 1 1 5 9 1
1 9 3 1 3 9 1
1 7 3 1 6 9 1
1 10 3 1 1 9 1
0 11 3 1 1 9 1
1 17 3 1 1 9 1
1 8 2 1 1 9 1
1 15 3 1 2 9 1
1 8 3 1 4 9 1
1 9 3 1 1 9 1
0 14 3 1 4 9 1
0 15 3 1 2 9 1
0 10 2 1 3 9 1
1 8 3 1 1 9 1
1 10 2 1 1 9 1
1 12 3 1 2 9 1
0 9 3 1 1 9 1
0 6 3 1 4 9 1
1 10 3 1 3 9 1
0 6 3 1 4 9 1
1 7 3 1 3 9 1
0 17 3 1 1 9 1
0 11 3 1 2 9 1
0 3 2 1 4 9 1
0 6 3 1 3 9 1
0 12 3 1 1 9 1
1 8 3 1 1 9 1
1 10 3 1 2 9 1
0 8 2 1 2 9 1
0 7 2 1 2 9 1
0 4 2 1 1 9 1
1 13 3 1 1 9 1
1 2 2 1 4 9 1
1 12 2 1 1 9 1
1 6 2 1 1 9 1
0 2 3 1 1 9 1
0 6 2 1 3 9 1
1 7 2 1 1 9 1
1 9 3 1 3 9 1
1 10 3 1 2 9 1
1 7 2 1 1 9 1
1 12 3 1 3 9 1
1 13 3 1 2 9 1
1 7 3 1 6 9 1
0 8 3 1 4 9 1
0 10 3 1 1 9 1
0 6 3 1 4 9 1
1 10 2 1 2 9 1
1 14 3 1 2 9 1
0 16 3 1 3 9 1
0 6 2 1 1 9 1
1 12 3 1 1 9 1
1 6 3 1 5 9 1
1 10 3 1 1 9 1
0 10 3 1 1 9 1
0 5 2 1 5 9 1
1 12 3 1 1 9 1
0 14 3 1 2 9 1
1 14 3 1 1 9 1
1 14 3 1 2 9 1
1 6 2 1 3 9 1
0 14 3 1 2 9 1
1 14 3 1 2 9 1
1 10 2 1 2 9 1
1 11 2 1 1 9 1
1 18 2 1 1 9 1
1 10 3 1 2 9 1
1 13 2 1 3 9 1
1 16 3 1 3 9 1
1 10 3 1 5 9 1
1 10 3 1 1 9 1
0 7 3 1 3 9 1
0 6 3 1 3 9 1
1 14 4 0 1 9 1
1 11 3 0 1 9 1
1 10 2 0 2 9 1
1 15 1 0 2 9 1
1 13 3 0 1 9 1
1 7 2 0 5 9 1
1 14 2 0 1 9 1
1 10 2 0 4 9 1
1 14 3 0 1 9 1
1 12 3 0 2 9 1
1 12 3 0 1 9 1
1 15 3 0 1 9 1
0 14 3 0 1 9 1
1 10 3 0 1 9 1
1 2 1 0 3 9 1
1 6 2 0 3 9 1
1 12 3 0 3 9 1
0 10 3 0 2 9 1
1 10 4 0 1 9 1
1 15 3 0 2 9 1
1 10 3 0 1 9 1
1 11 3 0 1 9 1
1 6 2 0 2 9 1
1 15 3 0 1 9 1
1 12 3 0 1 9 1
1 12 3 0 2 9 1
1 10 3 0 3 9 1
0 13 3 0 1 9 1
0 14 3 0 4 9 1
0 14 3 0 1 9 1
1 12 3 0 5 9 1
1 12 3 0 1 9 1
1 14 3 0 1 9 1
1 13 2 0 3 9 1
1 12 3 0 4 9 1
1 13 3 0 2 9 1
1 13 3 0 2 9 1
1 15 3 0 1 9 1
1 10 3 0 1 9 1
1 18 4 0 2 9 1
0 11 1 0 2 9 1
1 7 1 0 2 9 1
1 10 3 0 3 9 1
1 10 2 0 3 9 1
0 10 3 0 1 9 1
1 14 3 0 1 9 1
1 15 3 0 1 9 1
1 10 3 0 3 9 1
0 10 3 0 4 9 1
1 3 3 0 3 9 1
0 12 2 0 1 9 1
0 14 3 0 2 9 1
0 6 3 0 3 9 1
0 13 3 0 1 9 1
1 12 3 0 1 9 1
1 10 3 0 1 9 1
1 16 3 0 1 9 1
0 15 3 0 4 9 1
1 12 3 0 2 9 1
1 6 3 0 1 9 1
1 15 2 0 1 9 1
1 10 3 0 1 9 1
1 15 3 0 2 9 1
1 12 3 0 4 9 1
1 12 4 0 1 9 1
0 11 1 0 1 9 1
1 10 3 0 1 9 1
1 10 2 0 3 9 1
0 6 2 0 5 9 1
0 14 3 0 4 9 1
1 10 5 0 1 9 1
1 12 3 0 3 9 1
0 12 3 0 1 9 1
1 9 2 0 4 9 1
1 12 3 0 3 9 1
1 14 3 0 1 9 1
0 6 2 0 2 9 1
1 14 3 0 2 9 1
1 10 3 0 1 9 1
1 6 2 0 1 9 1
1 6 2 0 4 9 1
0 6 3 0 3 9 1
1 8 2 0 3 9 1
1 6 2 0 3 9 1
1 10 2 0 2 9 1
1 7 2 0 1 9 1
0 11 2 0 1 9 1
0 12 3 0 1 9 1
1 18 4 0 6 9 1
NaN 10 2 0 4 9 1
1 14 3 0 2 9 1
1 10 3 0 3 9 1
0 6 2 0 2 9 1
1 7 3 0 2 9 1
1 6 3 0 4 9 1
1 13 3 0 1 9 1
1 12 4 0 2 9 1
0 3 3 0 4 9 1
1 14 4 0 1 9 1
1 6 3 0 3 9 1
1 10 4 0 1 9 1
0 12 3 0 1 9 1
1 12 3 0 3 9 1
1 14 1 0 3 9 1
1 17 3 0 1 9 1
1 14 2 0 1 9 1
1 10 3 0 1 9 1
0 13 3 0 3 9 1
1 11 3 0 1 9 1
1 15 4 0 1 9 1
0 11 3 0 2 9 1
1 6 2 0 1 9 1
0 15 4 0 2 9 1
0 7 2 0 4 9 1
0 10 2 0 3 9 1
0 12 3 0 1 9 1
1 14 3 0 1 9 1
1 10 3 0 3 9 1
